Job Title,Industry,Responsibilities,Qualifications,Location,Job Type,Salary Range
Senior CX Manager,Telecommunications,Manage and mentor large customer support teams across multiple locations.; Integrate AI-based chatbots and automation solutions for enhanced support.; Develop strategies to optimize customer journey and retention metrics.,Understanding of machine learning models applied to customer success.; Track record of reducing operational costs while improving CX efficiency.; Strong leadership skills with experience managing 50+ team members.,"San Francisco, CA",Remote,$133k - $239k
Customer Experience Data Scientist,E-commerce,Develop AI-driven automation strategies to optimize service workflows.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Implement predictive analytics to enhance customer insights.,Experience in implementing workflow automation for large-scale operations.; Ability to drive customer satisfaction metrics and VoC programs.; Excellent stakeholder management skills across cross-functional teams.,Remote,Contract,$140k - $177k
Director of Customer Experience,SaaS,"Streamline customer service operations, reducing costs while improving CSAT.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Integrate AI-based chatbots and automation solutions for enhanced support.",Track record of reducing operational costs while improving CX efficiency.; Proven expertise in AI-driven automation and predictive analytics.; Excellent stakeholder management skills across cross-functional teams.,"New York, NY",Contract,$99k - $157k
Senior CX Manager,Tech,Integrate AI-based chatbots and automation solutions for enhanced support.; Drive innovation in customer success strategies using AI and ML technologies.; Lead customer experience initiatives to improve engagement and retention.,"Understanding of machine learning models applied to customer success.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Track record of reducing operational costs while improving CX efficiency.","Austin, TX",Full-Time,$135k - $207k
AI Strategist,SaaS,Develop AI-driven automation strategies to optimize service workflows.; Drive innovation in customer success strategies using AI and ML technologies.; Manage and mentor large customer support teams across multiple locations.,Data-driven decision-making mindset with expertise in Power BI or Tableau.; Excellent stakeholder management skills across cross-functional teams.; Proven expertise in AI-driven automation and predictive analytics.,"Chicago, IL",Contract,$131k - $163k
Customer Service Operations Manager,Retail,Develop AI-driven automation strategies to optimize service workflows.; Integrate AI-based chatbots and automation solutions for enhanced support.; Drive innovation in customer success strategies using AI and ML technologies.,"Data-driven decision-making mindset with expertise in Power BI or Tableau.; Understanding of machine learning models applied to customer success.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.","Seattle, WA",Part-Time,$136k - $239k
AI Strategist,Retail,Implement predictive analytics to enhance customer insights.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Drive innovation in customer success strategies using AI and ML technologies.,"Strong leadership skills with experience managing 50+ team members.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Understanding of machine learning models applied to customer success.","Chicago, IL",Contract,$114k - $228k
AI Implementation Consultant,SaaS,Drive innovation in customer success strategies using AI and ML technologies.; Develop strategies to optimize customer journey and retention metrics.; Develop AI-driven automation strategies to optimize service workflows.,"Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Experience in implementing workflow automation for large-scale operations.; Data-driven decision-making mindset with expertise in Power BI or Tableau.",Remote,Contract,$129k - $157k
Customer Experience Data Scientist,Tech,Manage and mentor large customer support teams across multiple locations.; Develop AI-driven automation strategies to optimize service workflows.; Drive innovation in customer success strategies using AI and ML technologies.,"Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Track record of reducing operational costs while improving CX efficiency.; Proven expertise in AI-driven automation and predictive analytics.","Los Angeles, CA",Remote,$125k - $222k
AI Strategist,Hospitality,"Drive innovation in customer success strategies using AI and ML technologies.; Implement predictive analytics to enhance customer insights.; Streamline customer service operations, reducing costs while improving CSAT.",Data-driven decision-making mindset with expertise in Power BI or Tableau.; Proven expertise in AI-driven automation and predictive analytics.; Experience in implementing workflow automation for large-scale operations.,"Denver, CO",Contract,$145k - $164k
Head of Member Services,Hospitality,"Collaborate cross-functionally with sales, marketing, and product teams.; Implement predictive analytics to enhance customer insights.; Drive innovation in customer success strategies using AI and ML technologies.","10+ years of experience in customer experience, AI, or operations leadership.; Proven expertise in AI-driven automation and predictive analytics.; Excellent stakeholder management skills across cross-functional teams.","New York, NY",Full-Time,$127k - $245k
